# name ra dec flux_a1100 flux_a1400 flux_a2000
src550 269.19019 1.10069 1.361 0.704 0.245
src551 269.34304 1.37216 1.358 0.721 0.258
src552 269.09450 1.41031 1.358 0.719 0.256
src553 269.33173 1.55729 1.357 0.696 0.240
src554 269.38564 1.12583 1.357 0.634 0.199
src555 269.44280 1.14909 1.356 0.634 0.199
src556 269.45626 1.19985 1.354 0.767 0.293
src557 269.17521 1.48774 1.352 0.707 0.249
src558 269.48451 1.56129 1.352 0.668 0.222
src559 269.29931 1.34817 1.351 0.719 0.258
src560 269.52394 1.08654 1.351 0.706 0.248
src561 269.37199 1.60094 1.350 0.671 0.224
src562 269.37304 1.24609 1.349 0.690 0.238
src563 269.52189 1.47695 1.348 0.829 0.344
src564 269.44992 1.28659 1.348 0.614 0.187
src565 269.30944 1.11322 1.347 0.665 0.220
src566 269.52340 1.05206 1.346 0.656 0.215
src567 269.59364 1.10330 1.344 0.713 0.255
src568 269.56496 1.09950 1.343 0.681 0.232
src569 269.05576 1.11020 1.342 0.737 0.273
src570 269.52477 1.27564 1.341 0.620 0.192
src571 269.00657 1.01245 1.340 0.711 0.254
src572 269.11909 1.52248 1.339 0.634 0.201
src573 269.51645 1.55688 1.339 0.658 0.217
src574 269.05800 1.09236 1.339 0.749 0.282
src575 269.15600 1.48512 1.338 0.677 0.230
src576 269.46970 1.32467 1.338 0.658 0.217
src577 269.43166 1.43305 1.337 0.700 0.246
src578 269.08274 1.12962 1.337 0.792 0.317
src579 269.68739 1.02621 1.335 0.649 0.212
src580 269.48281 1.01038 1.335 0.613 0.188
src581 269.51792 1.62333 1.334 0.647 0.211
src582 269.28376 1.20188 1.333 0.616 0.191
src583 269.09744 1.06825 1.333 0.624 0.196
src584 269.14067 1.05959 1.332 0.730 0.269
src585 269.51016 1.43448 1.332 0.699 0.247
src586 269.48547 1.70901 1.331 0.633 0.202
src587 269.30976 1.22388 1.330 0.619 0.193
src588 269.65562 1.27001 1.330 0.674 0.230
src589 269.47527 1.39502 1.329 0.700 0.248
src590 269.37107 1.31857 1.329 0.667 0.225
src591 269.64503 1.55240 1.329 0.631 0.201
src592 269.34019 1.18953 1.328 0.657 0.219
src593 269.27416 1.27515 1.328 0.706 0.253
src594 269.57934 1.11979 1.324 0.729 0.271
src595 269.00951 1.65911 1.324 0.689 0.241
src596 269.02390 1.62337 1.322 0.661 0.222
src597 269.69420 1.50937 1.321 0.713 0.259
src598 269.08723 1.27324 1.319 0.704 0.253
src599 269.13258 1.09752 1.314 0.706 0.255
src600 269.65479 1.47973 1.313 0.640 0.210
src601 269.41177 1.03722 1.313 0.690 0.244
src602 269.48648 1.02301 1.311 0.663 0.226
src603 269.43883 1.65034 1.309 0.609 0.190
src604 269.06385 1.47397 1.307 0.637 0.208
src605 269.05811 1.29115 1.304 0.682 0.240
src606 269.03105 1.58293 1.303 0.620 0.198
src607 269.37873 1.29228 1.302 0.735 0.280
src608 269.55948 1.26821 1.302 0.631 0.206
src609 269.42187 1.16538 1.302 0.663 0.227
src610 269.00034 1.31598 1.296 0.642 0.213
src611 269.16105 1.43430 1.296 0.697 0.252
src612 269.09660 1.11153 1.295 0.610 0.193
src613 269.14190 1.67880 1.294 0.720 0.270
src614 269.23088 1.19191 1.294 0.656 0.224
src615 269.52550 1.07842 1.294 0.638 0.212
src616 269.49607 1.64842 1.293 0.672 0.235
src617 269.50552 1.41041 1.292 0.711 0.263
src618 269.66025 1.48058 1.288 0.619 0.200
src619 269.41018 1.34459 1.288 0.625 0.204
src620 269.61651 1.57183 1.286 0.635 0.211
src621 269.64383 1.54428 1.285 0.620 0.201
src622 269.34026 1.19753 1.284 0.648 0.220
src623 269.02650 1.28215 1.283 0.637 0.213
src624 269.22100 1.01052 1.281 0.611 0.196
src625 269.58725 1.10060 1.281 0.630 0.208
src626 269.06443 1.01364 1.280 0.582 0.178
src627 269.36993 1.25909 1.279 0.589 0.182
src628 269.01194 1.65211 1.279 0.639 0.215
src629 269.15493 1.45327 1.279 0.680 0.243
src630 269.47851 1.31874 1.278 0.635 0.212
src631 269.54091 1.47616 1.275 0.621 0.203
src632 269.16467 1.28524 1.275 0.580 0.177
src633 269.61825 1.64739 1.272 0.620 0.203
src634 269.50348 1.10437 1.271 0.667 0.235
src635 269.59187 1.53810 1.271 0.641 0.218
src636 269.51846 1.42040 1.270 0.625 0.207
src637 269.46765 1.57428 1.269 0.647 0.222
src638 269.34054 1.24647 1.266 0.614 0.200
src639 269.48256 1.10777 1.266 0.658 0.230
src640 269.41876 1.00625 1.266 0.594 0.187
src641 269.64367 1.17740 1.264 0.690 0.254
src642 269.45653 1.45916 1.263 0.634 0.214
src643 269.63727 1.42275 1.263 0.602 0.193
src644 269.20407 1.00525 1.262 0.639 0.218
src645 269.16251 1.25686 1.262 0.599 0.191
src646 269.16961 1.55664 1.261 0.672 0.241
src647 269.09776 1.47993 1.260 0.632 0.213
src648 269.65078 1.12951 1.260 0.669 0.239
src649 269.20090 1.19359 1.260 0.680 0.247
src650 269.24733 1.57609 1.259 0.636 0.216
src651 269.13773 1.57661 1.258 0.574 0.175
src652 269.35828 1.57267 1.257 0.673 0.242
src653 269.40284 1.33889 1.257 0.609 0.198
src654 269.38895 1.67836 1.256 0.616 0.203
src655 269.24059 1.36111 1.256 0.725 0.282
src656 269.31464 1.62174 1.255 0.607 0.197
src657 269.40701 1.12641 1.255 0.721 0.279
src658 269.34087 1.43196 1.255 0.642 0.221
src659 269.10737 1.58636 1.253 0.596 0.190
src660 269.00182 1.40061 1.252 0.662 0.235
src661 269.20682 1.26184 1.252 0.674 0.244
src662 269.42244 1.16624 1.250 0.581 0.181
src663 269.52759 1.03178 1.250 0.618 0.205
src664 269.56451 1.46584 1.249 0.639 0.220
src665 269.37171 1.32760 1.249 0.624 0.209
src666 269.38187 1.63136 1.249 0.588 0.186
src667 269.23306 1.00304 1.247 0.576 0.178
src668 269.51959 1.69585 1.244 0.588 0.186
src669 269.23154 1.21119 1.243 0.606 0.198
src670 269.60664 1.13654 1.242 0.601 0.195
src671 269.26067 1.25801 1.241 0.674 0.246
src672 269.10628 1.44501 1.239 0.607 0.200
src673 269.38672 1.60934 1.239 0.588 0.188
src674 269.04466 1.09732 1.239 0.625 0.212
src675 269.32903 1.61333 1.238 0.618 0.207
src676 269.20219 1.10477 1.234 0.602 0.197
src677 269.33018 1.13046 1.233 0.625 0.213
src678 269.38586 1.12896 1.232 0.611 0.204
src679 269.23038 1.57689 1.229 0.616 0.208
src680 269.03382 1.12140 1.229 0.626 0.214
src681 269.21980 1.00492 1.226 0.620 0.211
src682 269.08322 1.27391 1.226 0.705 0.273
src683 269.13351 1.43119 1.226 0.636 0.222
src684 269.09335 1.59474 1.225 0.625 0.214
src685 269.35073 1.38334 1.224 0.738 0.300
src686 269.47126 1.24979 1.223 0.556 0.170
src687 269.63489 1.26138 1.222 0.611 0.205
src688 269.28122 1.49617 1.222 0.734 0.298
src689 269.27823 1.26508 1.220 0.606 0.202
src690 269.30930 1.36320 1.220 0.582 0.187
src691 269.12714 1.31925 1.219 0.700 0.271
src692 269.33962 1.38152 1.218 0.634 0.222
src693 269.02697 1.23699 1.218 0.589 0.192
src694 269.10737 1.10608 1.218 0.581 0.186
src695 269.32502 1.65206 1.216 0.616 0.210
src696 269.02806 1.41505 1.213 0.602 0.201
src697 269.07887 1.04903 1.212 0.590 0.193
src698 269.18331 1.17646 1.211 0.589 0.193
src699 269.62393 1.19276 1.209 0.614 0.209
src700 269.20547 1.67080 1.209 0.566 0.178
src701 269.45243 1.12666 1.209 0.563 0.176
src702 269.46116 1.06603 1.208 0.718 0.288
src703 269.69085 1.25609 1.206 0.568 0.179
src704 269.45560 1.67512 1.205 0.631 0.222
src705 269.68679 1.22111 1.205 0.612 0.209
src706 269.34947 1.18907 1.204 0.602 0.203
src707 269.43521 1.05332 1.203 0.590 0.194
src708 269.35111 1.62705 1.203 0.582 0.189
src709 269.07887 1.00477 1.202 0.567 0.180
src710 269.00269 1.65997 1.202 0.704 0.278
src711 269.33403 1.43857 1.202 0.604 0.204
src712 269.65954 1.65939 1.202 0.569 0.181
src713 269.65644 1.24832 1.201 0.634 0.226
src714 269.19026 1.24604 1.199 0.607 0.207
src715 269.25224 1.63344 1.198 0.621 0.217
src716 269.25577 1.61863 1.197 0.580 0.189
src717 269.16930 1.67970 1.197 0.626 0.221
src718 269.47330 1.53486 1.196 0.617 0.214
src719 269.28244 1.24047 1.195 0.556 0.174
src720 269.69246 1.63771 1.194 0.672 0.255
src721 269.35822 1.64357 1.193 0.583 0.191
src722 269.43547 1.29672 1.193 0.659 0.245
src723 269.63555 1.31612 1.190 0.621 0.218
src724 269.16847 1.59857 1.190 0.741 0.311
src725 269.69562 1.50225 1.188 0.558 0.176
src726 269.03408 1.19640 1.186 0.592 0.199
src727 269.23371 1.10437 1.185 0.588 0.196
src728 269.08557 1.07314 1.185 0.597 0.203
src729 269.16541 1.70493 1.182 0.626 0.223
src730 269.33496 1.23371 1.181 0.564 0.181
src731 269.32479 1.52112 1.180 0.602 0.207
src732 269.09113 1.18247 1.180 0.609 0.212
src733 269.13445 1.22660 1.179 0.657 0.246
src734 269.40212 1.17032 1.179 0.597 0.204
src735 269.39274 1.44497 1.178 0.628 0.225
src736 269.42844 1.63656 1.178 0.663 0.251
src737 269.70120 1.21700 1.177 0.583 0.194
src738 269.32529 1.47291 1.177 0.559 0.178
src739 269.65199 1.19930 1.177 0.584 0.195
src740 269.56126 1.65364 1.177 0.653 0.244
src741 269.69537 1.26793 1.177 0.583 0.194
src742 269.42266 1.31061 1.175 0.568 0.184
src743 269.20015 1.25010 1.175 0.595 0.203
src744 269.04017 1.18632 1.174 0.608 0.212
src745 269.11401 1.64997 1.174 0.593 0.201
src746 269.45443 1.53436 1.172 0.592 0.201
src747 269.03722 1.31287 1.171 0.586 0.197
src748 269.60151 1.67422 1.170 0.582 0.195
src749 269.25192 1.65635 1.169 0.603 0.209
src750 269.22733 1.08246 1.169 0.562 0.181
src751 269.68209 1.55604 1.169 0.546 0.171
src752 269.39663 1.11080 1.169 0.557 0.178
src753 269.09744 1.33948 1.168 0.592 0.202
src754 269.07478 1.03326 1.168 0.575 0.190
src755 269.42155 1.10678 1.167 0.556 0.178
src756 269.18698 1.57067 1.167 0.568 0.186
src757 269.32611 1.12542 1.167 0.562 0.182
src758 269.12949 1.27799 1.166 0.622 0.224
src759 269.59955 1.39348 1.163 0.555 0.178
src760 269.01701 1.39238 1.163 0.572 0.189
src761 269.47731 1.10552 1.162 0.560 0.181
src762 269.06327 1.04913 1.162 0.598 0.207
src763 269.54622 1.04144 1.162 0.588 0.200
src764 269.00175 1.23425 1.161 0.563 0.183
src765 269.49674 1.63452 1.160 0.565 0.185
src766 269.10361 1.46286 1.160 0.679 0.268
src767 269.44055 1.31780 1.160 0.623 0.225
src768 269.63099 1.11371 1.159 0.569 0.188
src769 269.11494 1.28102 1.158 0.611 0.217
src770 269.58607 1.57424 1.157 0.552 0.177
src771 269.27321 1.13858 1.157 0.580 0.195
src772 269.16381 1.14743 1.156 0.612 0.218
src773 269.16703 1.24277 1.155 0.535 0.166
src774 269.09766 1.69861 1.153 0.604 0.213
src775 269.36992 1.49258 1.150 0.577 0.195
src776 269.63654 1.50564 1.148 0.563 0.185
src777 269.14706 1.33442 1.148 0.551 0.177
src778 269.15539 1.61051 1.148 0.545 0.173
src779 269.46779 1.28993 1.147 0.596 0.208
src780 269.55568 1.70460 1.144 0.593 0.207
src781 269.09828 1.03544 1.142 0.543 0.173
src782 269.47037 1.18674 1.142 0.537 0.169
src783 269.53105 1.46659 1.141 0.602 0.214
src784 269.32576 1.55497 1.141 0.601 0.213
src785 269.28321 1.42232 1.141 0.544 0.174
src786 269.13083 1.36345 1.139 0.560 0.185
src787 269.59256 1.47959 1.136 0.585 0.203
src788 269.19091 1.17699 1.135 0.569 0.192
src789 269.13885 1.45023 1.132 0.588 0.206
src790 269.05289 1.12607 1.131 0.542 0.175
src791 269.48826 1.54295 1.131 0.579 0.200
src792 269.49717 1.41847 1.129 0.617 0.227
src793 269.12633 1.52599 1.129 0.684 0.279
src794 269.39799 1.36415 1.128 0.570 0.193
src795 269.64558 1.27598 1.127 0.574 0.196
src796 269.51814 1.44210 1.127 0.542 0.175
src797 269.38504 1.05466 1.127 0.519 0.160
src798 269.08088 1.41394 1.126 0.548 0.179
src799 269.41471 1.18259 1.126 0.643 0.247
src800 269.26629 1.66146 1.126 0.536 0.171
src801 269.43194 1.32287 1.126 0.539 0.174
src802 269.42677 1.59762 1.124 0.530 0.168
src803 269.43170 1.30428 1.122 0.526 0.165
src804 269.37609 1.33464 1.121 0.532 0.169
src805 269.69831 1.30229 1.121 0.561 0.189
src806 269.15305 1.70500 1.120 0.576 0.199
src807 269.01236 1.18809 1.119 0.531 0.169
src808 269.46797 1.61858 1.119 0.577 0.200
src809 269.09983 1.65459 1.118 0.540 0.175
src810 269.38502 1.68423 1.117 0.577 0.200
src811 269.09199 1.34776 1.117 0.573 0.197
src812 269.13929 1.19380 1.116 0.590 0.210
src813 269.63592 1.19595 1.115 0.595 0.213
src814 269.08352 1.43711 1.115 0.582 0.205
src815 269.44012 1.54307 1.115 0.556 0.186
src816 269.63719 1.41084 1.115 0.587 0.208
src817 269.29759 1.03117 1.114 0.594 0.213
src818 269.36393 1.62614 1.113 0.523 0.165
src819 269.04127 1.49196 1.113 0.593 0.213
src820 269.40799 1.66036 1.112 0.564 0.193
src821 269.01812 1.56769 1.111 0.537 0.174
src822 269.57136 1.33979 1.111 0.535 0.173
src823 269.56698 1.47484 1.110 0.547 0.181
src824 269.56925 1.67537 1.110 0.548 0.182
src825 269.67863 1.44707 1.110 0.592 0.212
src826 269.18651 1.19471 1.109 0.548 0.182
src827 269.24041 1.56587 1.109 0.530 0.170
src828 269.07879 1.10395 1.108 0.592 0.213
src829 269.60791 1.00122 1.108 0.546 0.181
src830 269.68793 1.67139 1.108 0.523 0.166
src831 269.31359 1.03331 1.107 0.561 0.191
src832 269.01301 1.68537 1.106 0.580 0.204
src833 269.32966 1.19027 1.106 0.587 0.210
src834 269.13962 1.21899 1.105 0.530 0.171
src835 269.21911 1.68931 1.105 0.591 0.212
src836 269.54969 1.67976 1.103 0.588 0.211
src837 269.15470 1.35575 1.102 0.520 0.164
src838 269.20496 1.04494 1.102 0.542 0.179
src839 269.52964 1.55966 1.100 0.536 0.176
src840 269.58471 1.18356 1.099 0.517 0.163
src841 269.26958 1.17393 1.098 0.564 0.195
src842 269.13900 1.52045 1.095 0.614 0.232
src843 269.67379 1.49154 1.094 0.539 0.179
src844 269.53902 1.29582 1.094 0.593 0.216
src845 269.52550 1.07842 1.094 0.539 0.179
src846 269.12260 1.22754 1.093 0.533 0.174
src847 269.10648 1.26191 1.093 0.549 0.186
src848 269.44475 1.25311 1.092 0.605 0.226
src849 269.20125 1.36128 1.090 0.558 0.192
src850 269.62404 1.15942 1.090 0.557 0.191
src851 269.19058 1.59924 1.090 0.551 0.187
src852 269.27410 1.15418 1.090 0.685 0.291
src853 269.58419 1.16898 1.088 0.610 0.230
src854 269.47647 1.12240 1.088 0.516 0.164
src855 269.45030 1.53183 1.088 0.548 0.186
src856 269.29181 1.43204 1.087 0.531 0.174
src857 269.44018 1.25813 1.087 0.506 0.158
src858 269.04485 1.39936 1.086 0.549 0.187
src859 269.36894 1.23345 1.085 0.551 0.188
src860 269.24110 1.70975 1.084 0.580 0.209
src861 269.15271 1.18257 1.083 0.565 0.198
src862 269.24327 1.27692 1.083 0.518 0.167
src863 269.19642 1.43617 1.081 0.519 0.167
src864 269.30731 1.06061 1.078 0.515 0.165
src865 269.65563 1.02921 1.077 0.546 0.186
src866 269.62472 1.45512 1.077 0.546 0.186
src867 269.69229 1.02388 1.075 0.587 0.216
src868 269.36571 1.50465 1.075 0.508 0.161
src869 269.44201 1.30412 1.070 0.572 0.206
src870 269.21477 1.67197 1.068 0.531 0.177
src871 269.34857 1.61630 1.068 0.518 0.168
src872 269.55525 1.04089 1.068 0.519 0.170
src873 269.02617 1.26886 1.067 0.541 0.184
src874 269.30293 1.04539 1.066 0.540 0.184
src875 269.18984 1.17401 1.064 0.541 0.185
src876 269.13148 1.60559 1.063 0.550 0.192
src877 269.53961 1.54293 1.062 0.526 0.175
src878 269.53630 1.17717 1.061 0.549 0.191
src879 269.55739 1.46097 1.061 0.501 0.159
src880 269.36062 1.37025 1.060 0.564 0.202
src881 269.27845 1.49955 1.059 0.598 0.228
src882 269.28528 1.64663 1.059 0.561 0.200
src883 269.24937 1.55382 1.057 0.544 0.188
src884 269.40176 1.33206 1.057 0.522 0.173
src885 269.16426 1.45658 1.057 0.513 0.167
src886 269.29640 1.54575 1.056 0.533 0.181
src887 269.44547 1.02619 1.056 0.529 0.178
src888 269.09989 1.37795 1.056 0.560 0.200
src889 269.18211 1.04835 1.056 0.484 0.149
src890 269.09489 1.01024 1.055 0.489 0.152
src891 269.41173 1.48188 1.055 0.557 0.198
src892 269.36539 1.63987 1.054 0.596 0.227
src893 269.29044 1.12485 1.053 0.626 0.251
src894 269.65967 1.39690 1.050 0.546 0.191
src895 269.63016 1.15804 1.050 0.496 0.158
src896 269.40985 1.26620 1.049 0.599 0.231
src897 269.02613 1.55671 1.048 0.583 0.219
src898 269.14846 1.42060 1.046 0.489 0.154
src899 269.12141 1.42425 1.046 0.521 0.174
src900 269.11902 1.21441 1.046 0.503 0.162
src901 269.30002 1.21445 1.044 0.608 0.239
src902 269.35373 1.16016 1.044 0.525 0.177
src903 269.59816 1.67471 1.044 0.545 0.192
src904 269.53940 1.47678 1.043 0.520 0.174
src905 269.08525 1.29037 1.043 0.544 0.191
src906 269.18037 1.61493 1.043 0.505 0.164
src907 269.57819 1.27386 1.043 0.528 0.180
src908 269.07279 1.42110 1.042 0.588 0.223
src909 269.67285 1.04521 1.042 0.484 0.151
src910 269.46113 1.00200 1.042 0.510 0.168
src911 269.16523 1.21958 1.038 0.513 0.170
src912 269.62261 1.14783 1.036 0.520 0.176
src913 269.62990 1.48627 1.035 0.498 0.161
src914 269.21586 1.35945 1.035 0.509 0.169
src915 269.08296 1.64859 1.035 0.488 0.155
src916 269.61779 1.45398 1.034 0.558 0.203
src917 269.21685 1.29829 1.033 0.535 0.186
src918 269.43211 1.68536 1.033 0.534 0.186
src919 269.00279 1.15871 1.032 0.524 0.179
src920 269.49890 1.16230 1.032 0.504 0.165
src921 269.69104 1.67325 1.032 0.486 0.154
src922 269.57568 1.14300 1.031 0.494 0.159
src923 269.69577 1.02523 1.031 0.599 0.234
src924 269.51184 1.62256 1.030 0.542 0.192
src925 269.36445 1.51661 1.029 0.511 0.170
src926 269.21596 1.48468 1.029 0.534 0.186
src927 269.16629 1.48558 1.029 0.529 0.183
src928 269.08850 1.41657 1.026 0.504 0.166
src929 269.27221 1.48956 1.026 0.597 0.234
src930 269.39046 1.24227 1.025 0.474 0.147
src931 269.61107 1.31791 1.025 0.560 0.206
src932 269.04441 1.67275 1.025 0.470 0.145
src933 269.17811 1.19161 1.024 0.534 0.187
src934 269.68262 1.58666 1.024 0.546 0.196
src935 269.26666 1.38306 1.023 0.492 0.159
src936 269.14529 1.09803 1.022 0.552 0.201
src937 269.28558 1.18434 1.022 0.486 0.155
src938 269.07950 1.22607 1.022 0.521 0.179
src939 269.35712 1.01386 1.021 0.516 0.175
src940 269.07013 1.34853 1.019 0.504 0.168
src941 269.17059 1.43088 1.018 0.574 0.218
src942 269.49717 1.42333 1.018 0.533 0.188
src943 269.31171 1.09124 1.017 0.510 0.172
src944 269.02535 1.41945 1.017 0.488 0.157
src945 269.13735 1.61828 1.017 0.474 0.148
src946 269.04771 1.16878 1.016 0.528 0.185
src947 269.21109 1.18415 1.015 0.480 0.152
src948 269.38986 1.57303 1.014 0.477 0.150
src949 269.46575 1.64423 1.013 0.588 0.230
src950 269.27838 1.18137 1.013 0.513 0.175
src951 269.60087 1.02387 1.013 0.539 0.193
src952 269.40897 1.01031 1.012 0.461 0.141
src953 269.11103 1.07237 1.012 0.494 0.162
src954 269.11334 1.62594 1.012 0.546 0.198
src955 269.56931 1.50641 1.012 0.569 0.216
src956 269.01896 1.41308 1.011 0.494 0.162
src957 269.48395 1.46483 1.011 0.476 0.151
src958 269.03753 1.59057 1.010 0.590 0.232
src959 269.38787 1.00402 1.010 0.508 0.172
src960 269.15597 1.32904 1.008 0.490 0.160
src961 269.08552 1.02735 1.008 0.630 0.266
src962 269.21486 1.40494 1.007 0.521 0.181
src963 269.17247 1.52760 1.007 0.470 0.147
src964 269.06371 1.56491 1.007 0.532 0.189
src965 269.10014 1.06797 1.005 0.504 0.170
src966 269.62247 1.09900 1.005 0.483 0.156
src967 269.06011 1.54873 1.004 0.486 0.158
src968 269.27945 1.49670 1.004 0.515 0.178
src969 269.27835 1.41105 1.004 0.528 0.187
src970 269.15526 1.30893 1.003 0.531 0.189
src971 269.69571 1.36874 1.001 0.479 0.154
src972 269.32629 1.04572 1.001 0.502 0.169
src973 269.08310 1.67106 1.000 0.537 0.194
src974 269.58817 1.22582 1.000 0.477 0.153
src975 269.44873 1.18936 0.999 0.525 0.186
src976 269.39340 1.58117 0.998 0.540 0.197
src977 269.45831 1.57500 0.998 0.594 0.238
src978 269.29528 1.30141 0.998 0.510 0.175
src979 269.38817 1.52576 0.997 0.531 0.190
src980 269.66763 1.68074 0.996 0.513 0.177
src981 269.67007 1.59110 0.996 0.494 0.164
src982 269.49345 1.33764 0.996 0.494 0.165
src983 269.43695 1.07132 0.995 0.470 0.149
src984 269.41494 1.43375 0.995 0.520 0.183
src985 269.07796 1.50397 0.994 0.504 0.172
src986 269.62557 1.43324 0.994 0.503 0.171
src987 269.37438 1.37377 0.994 0.477 0.154
src988 269.64552 1.49468 0.994 0.472 0.150
src989 269.55220 1.34879 0.993 0.504 0.172
src990 269.15400 1.53150 0.993 0.454 0.139
src991 269.42725 1.28652 0.993 0.483 0.158
src992 269.22034 1.24456 0.993 0.488 0.161
src993 269.16364 1.35842 0.992 0.454 0.139
src994 269.29391 1.43676 0.992 0.491 0.164
src995 269.47564 1.58950 0.992 0.479 0.155
src996 269.29801 1.59510 0.992 0.543 0.200
src997 269.30282 1.07027 0.992 0.503 0.172
src998 269.06883 1.59552 0.992 0.492 0.164
src999 269.66677 1.11174 0.991 0.519 0.183
src1000 269.49351 1.61445 0.990 0.515 0.180
src1001 269.02102 1.61875 0.989 0.477 0.154
src1002 269.06424 1.16852 0.989 0.573 0.224
src1003 269.60597 1.33057 0.989 0.530 0.191
src1004 269.34420 1.31140 0.986 0.534 0.195
src1005 269.12660 1.39696 0.985 0.509 0.177
src1006 269.46959 1.23618 0.984 0.480 0.157
src1007 269.54940 1.06332 0.983 0.498 0.170
src1008 269.53168 1.58595 0.983 0.488 0.163
src1009 269.50829 1.35030 0.983 0.508 0.176
src1010 269.69382 1.60785 0.981 0.482 0.159
src1011 269.45964 1.34319 0.979 0.465 0.148
src1012 269.38053 1.44363 0.978 0.529 0.193
src1013 269.54092 1.39529 0.978 0.487 0.163
src1014 269.14191 1.59086 0.978 0.495 0.169
src1015 269.43068 1.10858 0.977 0.523 0.189
src1016 269.15835 1.41043 0.977 0.522 0.188
src1017 269.53458 1.22140 0.977 0.469 0.151
src1018 269.54320 1.10625 0.977 0.463 0.147
src1019 269.45702 1.24854 0.976 0.621 0.266
src1020 269.45485 1.26460 0.976 0.510 0.179
src1021 269.06200 1.45488 0.975 0.522 0.188
src1022 269.12543 1.53876 0.974 0.508 0.178
src1023 269.32668 1.18955 0.974 0.578 0.231
src1024 269.27165 1.44551 0.973 0.469 0.152
src1025 269.13873 1.16510 0.972 0.511 0.180
src1026 269.26817 1.61034 0.972 0.493 0.168
src1027 269.47950 1.58624 0.972 0.483 0.161
src1028 269.39329 1.47395 0.971 0.449 0.139
src1029 269.23115 1.09977 0.970 0.493 0.168
src1030 269.63761 1.32749 0.969 0.532 0.197
src1031 269.32150 1.06598 0.968 0.519 0.187
src1032 269.33186 1.16932 0.967 0.471 0.154
src1033 269.37655 1.16931 0.967 0.481 0.161
src1034 269.42460 1.55120 0.967 0.456 0.144
src1035 269.59200 1.30298 0.967 0.484 0.163
src1036 269.15859 1.39630 0.966 0.515 0.185
src1037 269.51348 1.11117 0.966 0.499 0.173
src1038 269.62218 1.39367 0.966 0.555 0.215
src1039 269.34184 1.02049 0.966 0.464 0.150
src1040 269.64555 1.05260 0.965 0.501 0.175
src1041 269.26689 1.51392 0.965 0.466 0.151
src1042 269.36249 1.03467 0.963 0.479 0.160
src1043 269.41817 1.13284 0.963 0.527 0.194
src1044 269.57934 1.20074 0.962 0.482 0.162
src1045 269.56529 1.02883 0.962 0.515 0.186
src1046 269.14948 1.70954 0.961 0.485 0.165
src1047 269.47370 1.07380 0.961 0.493 0.170
